Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Jet Airways,2019-05-24,Kolkata,Banglore,18.55,4.4,9.75,1,13731,May,24,Friday,21,5
Jet Airways,2019-01-04,Kolkata,Banglore,20.0,19.5,23.83,1,7064,January,4,Friday,1,1
Jet Airways,2019-06-03,Banglore,New Delhi,5.45,19.1,13.42,1,16736,June,3,Monday,23,6
Jet Airways,2019-05-15,Kolkata,Banglore,20.0,10.05,14.08,1,8586,May,15,Wednesday,20,5
Multiple carriers,2019-06-15,Delhi,Cochin,6.0,19.0,13.0,1,11789,June,15,Saturday,24,6
IndiGo,2019-05-24,Kolkata,Banglore,11.3,14.05,2.58,0,5224,May,24,Friday,21,5
IndiGo,2019-05-15,Delhi,Cochin,21.05,0.2,3.25,0,6834,May,15,Wednesday,20,5
IndiGo,2019-06-15,Delhi,Cochin,16.0,1.3,9.5,1,6316,June,15,Saturday,24,6
Jet Airways,2019-03-21,Delhi,Cochin,10.45,18.5,32.08,2,11869,March,21,Thursday,12,3
Air Asia,2019-06-03,Kolkata,Banglore,22.5,1.2,2.5,0,4384,June,3,Monday,23,6
IndiGo,2019-04-21,Kolkata,Banglore,14.25,16.55,2.5,0,5644,April,21,Sunday,16,4
Air India,2019-09-03,Delhi,Cochin,20.15,19.15,23.0,2,19681,September,3,Tuesday,36,9
Multiple carriers,2019-06-06,Delhi,Cochin,10.0,1.3,15.5,1,13377,June,6,Thursday,23,6
Multiple carriers,2019-09-03,Delhi,Cochin,9.45,21.2,11.58,2,10090,September,3,Tuesday,36,9
Jet Airways,2019-06-03,Mumbai,Hyderabad,17.5,16.5,23.0,2,20845,June,3,Monday,23,6
Vistara,2019-06-24,Banglore,Delhi,17.0,19.35,2.58,0,4878,June,24,Monday,26,6
IndiGo,2019-01-06,Mumbai,Hyderabad,21.2,22.5,1.5,0,2227,January,6,Sunday,1,1
IndiGo,2019-05-18,Delhi,Cochin,7.35,16.1,8.58,1,6442,May,18,Saturday,20,5
SpiceJet,2019-05-27,Banglore,Delhi,21.1,0.05,2.92,0,3257,May,27,Monday,22,5
Jet Airways,2019-06-15,Banglore,Delhi,6.0,8.45,2.75,0,7229,June,15,Saturday,24,6
Air India,2019-01-05,Kolkata,Banglore,20.3,13.45,17.25,2,15164,January,5,Saturday,1,1
IndiGo,2019-03-24,Banglore,New Delhi,10.1,13.0,2.83,0,10067,March,24,Sunday,12,3
Air India,2019-03-15,Delhi,Cochin,14.1,17.1,3.0,0,5674,March,15,Friday,11,3
Jet Airways,2019-01-03,Banglore,New Delhi,14.05,10.25,20.33,1,20800,January,3,Thursday,1,1
IndiGo,2019-05-18,Delhi,Cochin,6.5,22.3,15.67,1,7144,May,18,Saturday,20,5
Air India,2019-05-27,Delhi,Cochin,5.1,8.0,2.83,0,6094,May,27,Monday,22,5
Jet Airways,2019-05-18,Mumbai,Hyderabad,10.2,11.5,1.5,0,4050,May,18,Saturday,20,5
SpiceJet,2019-06-24,Chennai,Kolkata,9.45,12.0,2.25,0,3859,June,24,Monday,26,6
Jet Airways,2019-03-21,Delhi,Cochin,10.2,18.5,32.5,2,11664,March,21,Thursday,12,3
Multiple carriers,2019-06-03,Delhi,Cochin,7.1,21.2,14.17,2,7731,June,3,Monday,23,6
Jet Airways,2019-12-06,Kolkata,Banglore,9.35,19.1,9.58,1,12692,December,6,Friday,49,12
Air India,2019-05-18,Delhi,Cochin,13.15,9.25,20.17,2,11307,May,18,Saturday,20,5
Jet Airways,2019-09-06,Kolkata,Banglore,21.1,4.4,7.5,1,8586,September,6,Friday,36,9
IndiGo,2019-03-21,Banglore,New Delhi,11.2,15.25,4.08,1,5746,March,21,Thursday,12,3
Multiple carriers,2019-03-21,Delhi,Cochin,8.0,19.15,11.25,1,13378,March,21,Thursday,12,3
Air India,2019-03-24,Banglore,New Delhi,17.0,19.45,2.75,0,7486,March,24,Sunday,12,3
SpiceJet,2019-06-03,Chennai,Kolkata,9.3,12.05,2.58,0,7298,June,3,Monday,23,6
Multiple carriers,2019-12-06,Delhi,Cochin,11.4,21.0,9.33,1,7005,December,6,Friday,49,12
IndiGo,2019-12-05,Kolkata,Banglore,17.15,19.5,2.58,0,4804,December,5,Thursday,49,12
IndiGo,2019-09-03,Delhi,Cochin,4.45,12.55,8.17,1,16162,September,3,Tuesday,36,9
IndiGo,2019-04-24,Banglore,Delhi,0.3,3.25,2.92,0,3419,April,24,Wednesday,17,4
Air Asia,2019-01-05,Kolkata,Banglore,15.1,23.3,8.33,2,5192,January,5,Saturday,1,1
Air Asia,2019-04-15,Kolkata,Banglore,10.2,12.55,2.58,0,4409,April,15,Monday,16,4
Jet Airways,2019-04-18,Banglore,Delhi,8.2,11.2,3.0,0,7229,April,18,Thursday,16,4
IndiGo,2019-03-15,Banglore,New Delhi,16.55,21.5,4.92,1,5397,March,15,Friday,11,3
Jet Airways,2019-04-15,Delhi,Cochin,14.0,19.0,5.0,1,6542,April,15,Monday,16,4
GoAir,2019-03-27,Delhi,Cochin,10.25,19.2,8.92,1,5281,March,27,Wednesday,13,3
Multiple carriers,2019-06-06,Delhi,Cochin,12.5,19.15,6.42,1,8266,June,6,Thursday,23,6
Jet Airways,2019-12-06,Delhi,Cochin,14.0,19.0,5.0,1,10262,December,6,Friday,49,12
Vistara,2019-03-24,Kolkata,Banglore,20.2,20.25,24.08,1,11105,March,24,Sunday,12,3
Jet Airways,2019-03-04,Banglore,Delhi,8.2,11.2,3.0,0,4544,March,4,Monday,10,3
Air India,2019-06-03,Kolkata,Banglore,14.15,16.45,2.5,0,4960,June,3,Monday,23,6
Jet Airways,2019-06-03,Banglore,New Delhi,8.55,5.05,20.17,1,16736,June,3,Monday,23,6
Multiple carriers,2019-01-06,Delhi,Cochin,10.0,1.3,15.5,1,13377,January,6,Sunday,1,1
SpiceJet,2019-05-18,Mumbai,Hyderabad,13.15,14.45,1.5,0,2227,May,18,Saturday,20,5
Air India,2019-03-15,Mumbai,Hyderabad,6.2,7.4,1.33,0,3100,March,15,Friday,11,3
Air India,2019-09-06,Mumbai,Hyderabad,21.05,22.25,1.33,0,3100,September,6,Friday,36,9
SpiceJet,2019-05-18,Kolkata,Banglore,6.55,9.3,2.58,0,3873,May,18,Saturday,20,5
IndiGo,2019-03-03,Mumbai,Hyderabad,20.05,21.35,1.5,0,5232,March,3,Sunday,9,3
Jet Airways,2019-05-27,Banglore,Delhi,18.55,22.0,3.08,0,3359,May,27,Monday,22,5
IndiGo,2019-03-24,Banglore,New Delhi,7.1,10.05,2.92,0,6144,March,24,Sunday,12,3
IndiGo,2019-06-03,Delhi,Cochin,7.35,12.0,4.42,1,7725,June,3,Monday,23,6
Air India,2019-03-24,Banglore,New Delhi,21.05,23.55,2.83,0,4441,March,24,Sunday,12,3
Air India,2019-06-27,Delhi,Cochin,5.15,19.15,38.0,3,10703,June,27,Thursday,26,6
Jet Airways,2019-12-06,Kolkata,Banglore,21.1,10.05,12.92,1,8529,December,6,Friday,49,12
Multiple carriers,2019-03-03,Delhi,Cochin,4.0,13.2,9.33,1,14973,March,3,Sunday,9,3
Jet Airways,2019-05-24,Kolkata,Banglore,8.25,19.5,11.42,1,14571,May,24,Friday,21,5
SpiceJet,2019-03-06,Banglore,Delhi,21.1,0.05,2.92,0,3257,March,6,Wednesday,10,3
Jet Airways,2019-03-18,Banglore,New Delhi,16.55,23.0,6.08,1,11087,March,18,Monday,12,3
SpiceJet,2019-01-04,Kolkata,Banglore,6.55,9.3,2.58,0,3873,January,4,Friday,1,1
SpiceJet,2019-04-15,Banglore,Delhi,9.3,12.2,2.83,0,4423,April,15,Monday,16,4
Air India,2019-03-06,Delhi,Cochin,10.55,7.4,20.75,2,11753,March,6,Wednesday,10,3
Jet Airways,2019-05-24,Kolkata,Banglore,16.3,23.35,7.08,1,14571,May,24,Friday,21,5
Multiple carriers,2019-03-06,Delhi,Cochin,6.0,21.0,15.0,1,8475,March,6,Wednesday,10,3
Jet Airways,2019-01-05,Kolkata,Banglore,20.0,10.05,14.08,1,13941,January,5,Saturday,1,1
Jet Airways,2019-05-21,Delhi,Cochin,19.45,19.0,23.25,1,16079,May,21,Tuesday,21,5
Multiple carriers,2019-06-03,Delhi,Cochin,4.0,18.5,14.83,1,13399,June,3,Monday,23,6
Air India,2019-06-06,Delhi,Cochin,16.4,19.15,26.58,2,9653,June,6,Thursday,23,6
Jet Airways,2019-06-06,Delhi,Cochin,10.0,19.0,9.0,1,14714,June,6,Thursday,23,6
Air Asia,2019-06-18,Banglore,Delhi,11.1,13.55,2.75,0,3383,June,18,Tuesday,25,6
Jet Airways,2019-01-03,Banglore,New Delhi,14.05,8.15,18.17,1,22270,January,3,Thursday,1,1
Vistara,2019-03-03,Chennai,Kolkata,7.05,9.2,2.25,0,5944,March,3,Sunday,9,3
Jet Airways,2019-12-05,Kolkata,Banglore,18.55,8.15,13.33,1,9663,December,5,Thursday,49,12
Multiple carriers,2019-01-06,Delhi,Cochin,11.4,21.0,9.33,1,7740,January,6,Sunday,1,1
Air India,2019-01-04,Kolkata,Banglore,20.3,23.15,26.75,1,7211,January,4,Friday,1,1
Jet Airways,2019-01-04,Banglore,Delhi,18.55,22.0,3.08,0,7229,January,4,Friday,1,1
IndiGo,2019-06-04,Kolkata,Banglore,11.3,14.05,2.58,0,4174,June,4,Tuesday,23,6
Air India,2019-03-15,Kolkata,Banglore,14.15,16.45,2.5,0,5170,March,15,Friday,11,3
Multiple carriers,2019-03-03,Delhi,Cochin,9.1,18.5,9.67,1,15135,March,3,Sunday,9,3
SpiceJet,2019-09-04,Kolkata,Banglore,15.05,20.2,5.25,1,4649,September,4,Wednesday,36,9
Vistara,2019-01-05,Banglore,Delhi,7.0,9.4,2.67,0,4668,January,5,Saturday,1,1
Air India,2019-12-06,Delhi,Cochin,20.4,9.25,12.75,1,7480,December,6,Friday,49,12
Air India,2019-04-18,Banglore,Delhi,17.0,19.45,2.75,0,6121,April,18,Thursday,16,4
Jet Airways,2019-05-27,Delhi,Cochin,23.05,19.0,19.92,2,15129,May,27,Monday,22,5
Air India,2019-06-05,Kolkata,Banglore,9.5,21.05,11.25,1,7452,June,5,Wednesday,23,6
Jet Airways,2019-06-06,Kolkata,Banglore,9.35,10.55,25.33,1,10539,June,6,Thursday,23,6
IndiGo,2019-03-03,Banglore,New Delhi,22.2,1.1,2.83,0,7648,March,3,Sunday,9,3
SpiceJet,2019-03-24,Banglore,New Delhi,9.35,12.3,2.92,0,3925,March,24,Sunday,12,3
IndiGo,2019-06-15,Chennai,Kolkata,13.15,15.35,2.33,0,3597,June,15,Saturday,24,6
Jet Airways,2019-01-05,Kolkata,Banglore,18.55,10.05,15.17,1,8586,January,5,Saturday,1,1
Air India,2019-06-27,Delhi,Cochin,16.55,19.15,26.33,2,13591,June,27,Thursday,26,6
Multiple carriers,2019-01-06,Delhi,Cochin,7.05,16.1,9.08,1,9646,January,6,Sunday,1,1
Vistara,2019-06-05,Banglore,Delhi,9.45,12.35,2.83,0,4668,June,5,Wednesday,23,6
Air India,2019-09-05,Kolkata,Banglore,10.0,20.25,10.42,1,10203,September,5,Thursday,36,9
Air India,2019-03-24,Banglore,New Delhi,6.55,13.2,6.42,1,7932,March,24,Sunday,12,3
Air India,2019-01-04,Kolkata,Banglore,16.5,7.55,15.08,1,7893,January,4,Friday,1,1
Jet Airways,2019-09-05,Delhi,Cochin,5.3,19.0,13.5,2,13029,September,5,Thursday,36,9
Jet Airways,2019-12-06,Delhi,Cochin,9.0,12.35,27.58,1,10262,December,6,Friday,49,12
IndiGo,2019-12-06,Kolkata,Banglore,19.2,23.45,4.42,1,3574,December,6,Friday,49,12
Air Asia,2019-03-06,Delhi,Cochin,7.55,22.25,14.5,1,8759,March,6,Wednesday,10,3
Jet Airways,2019-03-03,Banglore,New Delhi,8.0,7.4,23.67,1,13502,March,3,Sunday,9,3
Air India,2019-05-18,Kolkata,Banglore,14.35,14.35,24.0,1,6528,May,18,Saturday,20,5
Jet Airways,2019-03-27,Delhi,Cochin,15.05,4.25,13.33,1,6017,March,27,Wednesday,13,3
Vistara,2019-09-04,Banglore,Delhi,19.3,22.15,2.75,0,5613,September,4,Wednesday,36,9
Jet Airways,2019-06-27,Mumbai,Hyderabad,8.45,10.15,1.5,0,8040,June,27,Thursday,26,6
IndiGo,2019-03-24,Banglore,New Delhi,4.0,6.5,2.83,0,5694,March,24,Sunday,12,3
Jet Airways,2019-05-21,Delhi,Cochin,17.3,19.0,25.5,1,12898,May,21,Tuesday,21,5
Air Asia,2019-12-06,Kolkata,Banglore,7.35,19.25,11.83,1,5192,December,6,Friday,49,12
Jet Airways,2019-01-06,Delhi,Cochin,15.0,19.0,28.0,1,14714,January,6,Sunday,1,1
Jet Airways,2019-12-03,Banglore,New Delhi,5.45,23.0,17.25,1,13817,December,3,Tuesday,49,12
Jet Airways,2019-06-15,Delhi,Cochin,9.0,19.0,10.0,1,14714,June,15,Saturday,24,6
IndiGo,2019-12-05,Chennai,Kolkata,19.35,21.55,2.33,0,3597,December,5,Thursday,49,12
Air India,2019-09-05,Banglore,Delhi,13.2,16.1,2.83,0,6121,September,5,Thursday,36,9
Air India,2019-09-06,Kolkata,Banglore,16.5,5.35,12.75,2,11642,September,6,Friday,36,9
Jet Airways,2019-06-03,Delhi,Cochin,16.0,4.25,12.42,1,15764,June,3,Monday,23,6
IndiGo,2019-01-06,Kolkata,Banglore,4.4,7.15,2.58,0,4804,January,6,Sunday,1,1
Air India,2019-05-27,Delhi,Cochin,10.55,19.15,8.33,2,13223,May,27,Monday,22,5
IndiGo,2019-06-24,Chennai,Kolkata,11.35,14.0,2.42,0,3858,June,24,Monday,26,6
Multiple carriers,2019-03-06,Delhi,Cochin,10.2,1.3,15.17,1,6795,March,6,Wednesday,10,3
Air Asia,2019-09-03,Delhi,Cochin,16.45,22.15,5.5,1,8327,September,3,Tuesday,36,9
Air India,2019-05-21,Delhi,Cochin,9.3,23.0,13.5,1,8907,May,21,Tuesday,21,5
IndiGo,2019-09-06,Kolkata,Banglore,15.1,20.3,5.33,1,7095,September,6,Friday,36,9
Air India,2019-03-21,Delhi,Cochin,21.0,7.4,10.67,1,6902,March,21,Thursday,12,3
Jet Airways,2019-05-21,Delhi,Cochin,19.3,12.35,17.08,2,13029,May,21,Tuesday,21,5
Air India,2019-09-05,Delhi,Cochin,10.0,19.15,9.25,1,8372,September,5,Thursday,36,9
Jet Airways,2019-05-24,Kolkata,Banglore,8.25,19.5,11.42,1,10844,May,24,Friday,21,5
Air Asia,2019-06-03,Kolkata,Banglore,19.35,22.05,2.5,0,4384,June,3,Monday,23,6
Jet Airways,2019-05-15,Kolkata,Banglore,9.35,22.05,12.5,1,12121,May,15,Wednesday,20,5
Jet Airways,2019-05-21,Kolkata,Banglore,9.35,14.25,28.83,1,11467,May,21,Tuesday,21,5
IndiGo,2019-03-03,Banglore,New Delhi,20.0,22.55,2.92,0,6860,March,3,Sunday,9,3
Air India,2019-06-15,Delhi,Cochin,10.0,19.15,9.25,1,11241,June,15,Saturday,24,6
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,20.4,24.92,1,13759,March,24,Sunday,12,3
IndiGo,2019-01-05,Kolkata,Banglore,19.35,23.15,3.67,1,4226,January,5,Saturday,1,1
IndiGo,2019-09-05,Delhi,Cochin,16.0,1.3,9.5,1,9274,September,5,Thursday,36,9
Multiple carriers,2019-06-27,Delhi,Cochin,8.0,19.0,11.0,1,12192,June,27,Thursday,26,6
IndiGo,2019-09-06,Kolkata,Banglore,9.35,12.2,2.75,0,4804,September,6,Friday,36,9
Jet Airways,2019-06-27,Delhi,Cochin,11.3,12.35,25.08,1,10262,June,27,Thursday,26,6
Jet Airways,2019-06-15,Delhi,Cochin,13.0,12.35,23.58,1,10262,June,15,Saturday,24,6
IndiGo,2019-09-06,Mumbai,Hyderabad,16.55,18.25,1.5,0,3175,September,6,Friday,36,9
Jet Airways,2019-05-27,Delhi,Cochin,17.3,12.35,19.08,1,12898,May,27,Monday,22,5
Jet Airways,2019-06-21,Delhi,Cochin,11.0,14.15,3.25,0,9564,June,21,Friday,25,6
Jet Airways,2019-06-27,Delhi,Cochin,13.25,19.0,29.58,2,12819,June,27,Thursday,26,6
Air India,2019-03-24,Kolkata,Banglore,9.1,7.55,22.75,2,15187,March,24,Sunday,12,3
Air India,2019-05-24,Kolkata,Banglore,9.25,13.45,28.33,2,12802,May,24,Friday,21,5
IndiGo,2019-03-06,Kolkata,Banglore,9.35,12.1,2.58,0,4804,March,6,Wednesday,10,3
SpiceJet,2019-09-03,Chennai,Kolkata,17.45,20.05,2.33,0,6300,September,3,Tuesday,36,9
SpiceJet,2019-05-27,Kolkata,Banglore,17.1,19.4,2.5,0,3873,May,27,Monday,22,5
IndiGo,2019-01-06,Kolkata,Banglore,17.15,19.5,2.58,0,5224,January,6,Sunday,1,1
Air India,2019-04-15,Banglore,Delhi,21.05,23.55,2.83,0,5228,April,15,Monday,16,4
Air India,2019-12-03,Mumbai,Hyderabad,9.15,9.15,24.0,1,8065,December,3,Tuesday,49,12
Air India,2019-03-04,Banglore,Delhi,21.05,23.55,2.83,0,4441,March,4,Monday,10,3
Multiple carriers,2019-03-06,Delhi,Cochin,10.35,19.15,8.67,1,7354,March,6,Wednesday,10,3
Air India,2019-05-21,Delhi,Cochin,5.1,8.0,2.83,0,6094,May,21,Tuesday,21,5
Jet Airways,2019-01-04,Kolkata,Banglore,20.0,12.0,16.0,1,7064,January,4,Friday,1,1
Jet Airways,2019-09-06,Delhi,Cochin,9.35,4.25,18.83,2,13292,September,6,Friday,36,9
Jet Airways,2019-12-06,Delhi,Cochin,14.35,12.35,22.0,2,13376,December,6,Friday,49,12
Jet Airways,2019-03-21,Delhi,Cochin,10.45,18.5,32.08,2,7791,March,21,Thursday,12,3
Air India,2019-12-06,Delhi,Cochin,12.3,9.25,20.92,1,7480,December,6,Friday,49,12
IndiGo,2019-05-15,Kolkata,Banglore,8.1,13.0,4.83,1,5069,May,15,Wednesday,20,5
SpiceJet,2019-06-18,Banglore,Delhi,9.3,12.2,2.83,0,3257,June,18,Tuesday,25,6
Multiple carriers,2019-09-05,Delhi,Cochin,12.5,1.3,12.67,1,34273,September,5,Thursday,36,9
Jet Airways,2019-05-18,Delhi,Cochin,19.1,19.0,23.83,2,16704,May,18,Saturday,20,5
Air India,2019-09-05,Kolkata,Banglore,8.2,23.15,14.92,2,11432,September,5,Thursday,36,9
Air India,2019-12-03,Mumbai,Hyderabad,21.05,22.25,1.33,0,4307,December,3,Tuesday,49,12
Jet Airways,2019-05-27,Delhi,Cochin,19.3,12.35,17.08,2,13029,May,27,Monday,22,5
Air India,2019-05-21,Mumbai,Hyderabad,15.0,16.25,1.42,0,3100,May,21,Tuesday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,19.45,22.35,26.83,1,10031,March,24,Sunday,12,3
SpiceJet,2019-06-06,Kolkata,Banglore,6.55,9.3,2.58,0,3841,June,6,Thursday,23,6
Jet Airways,2019-05-15,Banglore,Delhi,19.5,22.5,3.0,0,4030,May,15,Wednesday,20,5
Air India,2019-06-15,Delhi,Cochin,22.0,19.15,21.25,2,10441,June,15,Saturday,24,6
Air India,2019-03-24,Kolkata,Banglore,12.0,23.15,35.25,3,14221,March,24,Sunday,12,3
Jet Airways,2019-03-06,Delhi,Cochin,11.3,19.0,7.5,1,10262,March,6,Wednesday,10,3
Jet Airways,2019-04-15,Banglore,Delhi,11.1,14.05,2.92,0,7229,April,15,Monday,16,4
IndiGo,2019-03-24,Banglore,New Delhi,13.0,15.5,2.83,0,8033,March,24,Sunday,12,3
IndiGo,2019-06-15,Delhi,Cochin,5.05,12.1,7.08,1,6818,June,15,Saturday,24,6
Multiple carriers,2019-05-21,Delhi,Cochin,8.45,21.0,12.25,1,7485,May,21,Tuesday,21,5
SpiceJet,2019-03-06,Banglore,Delhi,9.3,12.2,2.83,0,3971,March,6,Wednesday,10,3
SpiceJet,2019-05-15,Chennai,Kolkata,17.45,20.05,2.33,0,3597,May,15,Wednesday,20,5
Jet Airways,2019-03-18,Mumbai,Hyderabad,2.55,4.25,1.5,0,5678,March,18,Monday,12,3
Air India,2019-05-24,Kolkata,Banglore,9.25,7.55,22.5,1,8366,May,24,Friday,21,5
Air India,2019-06-06,Delhi,Cochin,10.55,19.15,8.33,2,11753,June,6,Thursday,23,6
SpiceJet,2019-06-24,Kolkata,Banglore,22.2,0.4,2.33,0,3841,June,24,Monday,26,6
Vistara,2019-05-15,Kolkata,Banglore,17.0,23.25,6.42,1,9345,May,15,Wednesday,20,5
Air India,2019-06-06,Kolkata,Banglore,14.3,8.55,18.42,2,15107,June,6,Thursday,23,6
Multiple carriers,2019-06-06,Delhi,Cochin,7.05,22.3,15.42,1,9646,June,6,Thursday,23,6
Jet Airways,2019-09-06,Delhi,Cochin,7.05,4.25,21.33,1,10262,September,6,Friday,36,9
Jet Airways,2019-03-27,Delhi,Cochin,19.1,4.25,9.25,2,8456,March,27,Wednesday,13,3
SpiceJet,2019-09-06,Kolkata,Banglore,22.2,0.4,2.33,0,3841,September,6,Friday,36,9
Multiple carriers,2019-03-27,Delhi,Cochin,7.05,13.2,6.25,1,12537,March,27,Wednesday,13,3
IndiGo,2019-06-06,Kolkata,Banglore,9.35,12.1,2.58,0,4804,June,6,Thursday,23,6
Multiple carriers,2019-06-06,Delhi,Cochin,10.2,21.0,10.67,1,7005,June,6,Thursday,23,6
Multiple carriers,2019-06-15,Delhi,Cochin,7.05,21.0,13.92,1,13587,June,15,Saturday,24,6
Jet Airways,2019-12-05,Mumbai,Hyderabad,7.05,8.3,1.42,0,4050,December,5,Thursday,49,12
IndiGo,2019-03-21,Kolkata,Banglore,9.35,12.2,2.75,0,4148,March,21,Thursday,12,3
IndiGo,2019-01-05,Chennai,Kolkata,5.15,7.4,2.42,0,3850,January,5,Saturday,1,1
IndiGo,2019-04-27,Banglore,Delhi,1.3,4.15,2.75,0,4591,April,27,Saturday,17,4
Jet Airways,2019-06-18,Banglore,Delhi,17.45,20.45,3.0,0,8016,June,18,Tuesday,25,6
IndiGo,2019-05-18,Kolkata,Banglore,15.15,17.45,2.5,0,4804,May,18,Saturday,20,5
Jet Airways,2019-05-18,Kolkata,Banglore,5.45,8.15,26.5,1,13941,May,18,Saturday,20,5
IndiGo,2019-05-21,Delhi,Cochin,6.4,21.0,14.33,1,7006,May,21,Tuesday,21,5
Air India,2019-12-05,Kolkata,Banglore,9.5,23.15,13.42,3,14015,December,5,Thursday,49,12
Jet Airways,2019-12-03,Banglore,New Delhi,22.55,7.4,8.75,1,11087,December,3,Tuesday,49,12
IndiGo,2019-09-03,Delhi,Cochin,6.4,12.0,5.33,1,5647,September,3,Tuesday,36,9
IndiGo,2019-05-21,Delhi,Cochin,23.3,4.35,5.08,1,8745,May,21,Tuesday,21,5
Jet Airways,2019-01-06,Banglore,Delhi,6.0,8.45,2.75,0,8016,January,6,Sunday,1,1
Jet Airways,2019-09-06,Delhi,Cochin,11.0,14.15,3.25,0,7202,September,6,Friday,36,9
Jet Airways,2019-03-21,Delhi,Cochin,16.0,18.5,26.83,1,5963,March,21,Thursday,12,3
Multiple carriers,2019-06-06,Delhi,Cochin,9.45,22.3,12.75,1,9646,June,6,Thursday,23,6
Air India,2019-06-21,Mumbai,Hyderabad,13.55,15.25,1.5,0,3100,June,21,Friday,25,6
IndiGo,2019-09-03,Kolkata,Banglore,15.2,17.55,2.58,0,4148,September,3,Tuesday,36,9
IndiGo,2019-01-05,Banglore,Delhi,18.25,21.2,2.92,0,4823,January,5,Saturday,1,1
SpiceJet,2019-06-04,Kolkata,Banglore,17.1,19.4,2.5,0,3841,June,4,Tuesday,23,6
Jet Airways,2019-03-06,Delhi,Cochin,9.4,19.0,9.33,2,13014,March,6,Wednesday,10,3
Jet Airways,2019-09-06,Delhi,Cochin,2.15,4.25,26.17,1,10262,September,6,Friday,36,9
Air India,2019-03-27,Mumbai,Hyderabad,21.05,22.25,1.33,0,2575,March,27,Wednesday,13,3
Jet Airways,2019-06-03,Banglore,New Delhi,8.0,15.15,7.25,1,19225,June,3,Monday,23,6
IndiGo,2019-06-04,Kolkata,Banglore,20.2,22.55,2.58,0,4174,June,4,Tuesday,23,6
GoAir,2019-06-06,Delhi,Cochin,14.25,19.35,5.17,1,7870,June,6,Thursday,23,6
Air India,2019-03-21,Delhi,Cochin,13.0,19.15,6.25,1,7934,March,21,Thursday,12,3
Jet Airways,2019-03-21,Delhi,Cochin,10.45,18.5,8.08,2,11360,March,21,Thursday,12,3
IndiGo,2019-06-27,Delhi,Cochin,6.5,16.1,9.33,1,6442,June,27,Thursday,26,6
Jet Airways,2019-03-06,Delhi,Cochin,20.55,4.25,7.5,1,10262,March,6,Wednesday,10,3
Multiple carriers,2019-03-27,Delhi,Cochin,11.3,19.15,7.75,1,6732,March,27,Wednesday,13,3
Vistara,2019-09-06,Banglore,Delhi,9.45,12.35,2.83,0,4668,September,6,Friday,36,9
IndiGo,2019-04-21,Delhi,Cochin,2.0,7.45,5.75,1,6258,April,21,Sunday,16,4
Multiple carriers,2019-06-15,Delhi,Cochin,7.05,19.15,12.17,1,16108,June,15,Saturday,24,6
IndiGo,2019-06-03,Delhi,Cochin,6.4,13.2,6.67,1,14871,June,3,Monday,23,6
Air Asia,2019-09-04,Banglore,Delhi,23.55,2.45,2.83,0,4483,September,4,Wednesday,36,9
Jet Airways,2019-12-05,Kolkata,Banglore,20.25,23.35,27.17,1,8066,December,5,Thursday,49,12
SpiceJet,2019-09-06,Kolkata,Banglore,11.15,18.3,7.25,1,9946,September,6,Friday,36,9
IndiGo,2019-05-21,Delhi,Cochin,15.1,20.5,5.67,1,6027,May,21,Tuesday,21,5
Jet Airways,2019-09-06,Delhi,Cochin,22.5,12.35,13.75,1,10262,September,6,Friday,36,9
Jet Airways,2019-09-06,Kolkata,Banglore,21.1,18.15,21.08,1,10844,September,6,Friday,36,9
Jet Airways,2019-05-15,Kolkata,Banglore,16.3,23.35,7.08,1,8586,May,15,Wednesday,20,5
IndiGo,2019-05-27,Delhi,Cochin,14.25,17.4,3.25,0,6015,May,27,Monday,22,5
IndiGo,2019-04-18,Banglore,Delhi,13.0,15.5,2.83,0,4990,April,18,Thursday,16,4
Jet Airways,2019-12-05,Kolkata,Banglore,21.1,16.2,19.17,1,10844,December,5,Thursday,49,12
Multiple carriers,2019-06-06,Delhi,Cochin,11.3,1.3,14.0,1,13377,June,6,Thursday,23,6
Air India,2019-09-06,Delhi,Cochin,18.45,19.15,24.5,2,12257,September,6,Friday,36,9
IndiGo,2019-05-27,Kolkata,Banglore,17.15,19.5,2.58,0,4804,May,27,Monday,22,5
Vistara,2019-09-03,Banglore,New Delhi,6.4,21.55,15.25,1,10008,September,3,Tuesday,36,9
IndiGo,2019-01-05,Chennai,Kolkata,19.35,21.55,2.33,0,3597,January,5,Saturday,1,1
IndiGo,2019-06-05,Banglore,Delhi,22.1,1.0,2.83,0,3419,June,5,Wednesday,23,6
Jet Airways,2019-05-27,Delhi,Cochin,7.05,19.0,11.92,1,16289,May,27,Monday,22,5
Jet Airways,2019-05-18,Kolkata,Banglore,16.3,12.0,19.5,1,10844,May,18,Saturday,20,5
Multiple carriers,2019-01-06,Delhi,Cochin,10.2,19.15,8.92,1,9526,January,6,Sunday,1,1
Jet Airways,2019-01-04,Kolkata,Banglore,21.1,9.2,12.17,1,8849,January,4,Friday,1,1
Air India,2019-06-05,Banglore,Delhi,6.1,8.55,2.75,0,6121,June,5,Wednesday,23,6
Jet Airways,2019-03-21,Delhi,Cochin,18.25,18.5,24.42,2,12347,March,21,Thursday,12,3
